,timestamp,customer_id,location,before,after
2,2019-09-02 07:09:00,mo15,fruit,fruit,fruit
3,2019-09-02 07:10:00,mo15,fruit,fruit,fruit
4,2019-09-02 07:11:00,mo15,fruit,fruit,fruit
5,2019-09-02 07:12:00,mo15,checkout,fruit,checkout
0,2019-09-02 07:07:00,mo16,dairy,entrance,dairy
1,2019-09-02 07:08:00,mo16,dairy,dairy,dairy
2,2019-09-02 07:09:00,mo16,spices,dairy,spices
3,2019-09-02 07:10:00,mo16,spices,spices,spices
4,2019-09-02 07:11:00,mo16,checkout,spices,checkout
0,2019-09-02 07:11:00,mo17,fruit,entrance,fruit
1,2019-09-02 07:12:00,mo17,fruit,fruit,fruit
2,2019-09-02 07:13:00,mo17,fruit,fruit,fruit
3,2019-09-02 07:14:00,mo17,fruit,fruit,fruit
4,2019-09-02 07:15:00,mo17,fruit,fruit,fruit
5,2019-09-02 07:16:00,mo17,fruit,fruit,fruit
6,2019-09-02 07:17:00,mo17,fruit,fruit,fruit
7,2019-09-02 07:18:00,mo17,fruit,fruit,fruit
8,2019-09-02 07:19:00,mo17,fruit,fruit,fruit
9,2019-09-02 07:20:00,mo17,fruit,fruit,fruit
10,2019-09-02 07:21:00,mo17,fruit,fruit,fruit
11,2019-09-02 07:22:00,mo17,checkout,fruit,checkout
0,2019-09-02 07:12:00,mo18,fruit,entrance,fruit
1,2019-09-02 07:13:00,mo18,fruit,fruit,fruit
2,2019-09-02 07:14:00,mo18,dairy,fruit,dairy
3,2019-09-02 07:15:00,mo18,dairy,dairy,dairy
4,2019-09-02 07:16:00,mo18,dairy,dairy,dairy
5,2019-09-02 07:17:00,mo18,checkout,dairy,checkout
0,2019-09-02 07:12:00,mo19,spices,entrance,spices
1,2019-09-02 07:13:00,mo19,drinks,spices,drinks
2,2019-09-02 07:14:00,mo19,drinks,drinks,drinks
3,2019-09-02 07:15:00,mo19,drinks,drinks,drinks
4,2019-09-02 07:16:00,mo19,drinks,drinks,drinks
5,2019-09-02 07:17:00,mo19,drinks,drinks,drinks
6,2019-09-02 07:18:00,mo19,drinks,drinks,drinks
7,2019-09-02 07:19:00,mo19,drinks,drinks,drinks
8,2019-09-02 07:20:00,mo19,checkout,drinks,checkout
0,2019-09-02 07:12:00,mo20,drinks,entrance,drinks
1,2019-09-02 07:13:00,mo20,drinks,drinks,drinks
2,2019-09-02 07:14:00,mo20,checkout,drinks,checkout
0,2019-09-02 07:13:00,mo21,drinks,entrance,drinks
1,2019-09-02 07:14:00,mo21,drinks,drinks,drinks
2,2019-09-02 07:15:00,mo21,spices,drinks,spices
3,2019-09-02 07:16:00,mo21,checkout,spices,checkout
0,2019-09-02 07:13:00,mo22,fruit,entrance,fruit
1,2019-09-02 07:14:00,mo22,fruit,fruit,fruit
2,2019-09-02 07:15:00,mo22,dairy,fruit,dairy
3,2019-09-02 07:16:00,mo22,dairy,dairy,dairy
4,2019-09-02 07:17:00,mo22,checkout,dairy,checkout
0,2019-09-02 07:14:00,mo23,fruit,entrance,fruit
1,2019-09-02 07:15:00,mo23,checkout,fruit,checkout
0,2019-09-02 07:14:00,mo24,drinks,entrance,drinks
1,2019-09-02 07:15:00,mo24,drinks,drinks,drinks
2,2019-09-02 07:16:00,mo24,drinks,drinks,drinks
3,2019-09-02 07:17:00,mo24,drinks,drinks,drinks
4,2019-09-02 07:18:00,mo24,drinks,drinks,drinks
5,2019-09-02 07:19:00,mo24,drinks,drinks,drinks
6,2019-09-02 07:20:00,mo24,checkout,drinks,checkout
0,2019-09-02 07:16:00,mo25,spices,entrance,spices
1,2019-09-02 07:17:00,mo25,dairy,spices,dairy
2,2019-09-02 07:18:00,mo25,spices,dairy,spices
3,2019-09-02 07:19:00,mo25,drinks,spices,drinks
4,2019-09-02 07:20:00,mo25,drinks,drinks,drinks
5,2019-09-02 07:21:00,mo25,drinks,drinks,drinks
6,2019-09-02 07:22:00,mo25,checkout,drinks,checkout
0,2019-09-02 07:16:00,mo26,fruit,entrance,fruit
1,2019-09-02 07:17:00,mo26,fruit,fruit,fruit
2,2019-09-02 07:18:00,mo26,fruit,fruit,fruit
3,2019-09-02 07:19:00,mo26,fruit,fruit,fruit
4,2019-09-02 07:20:00,mo26,dairy,fruit,dairy
5,2019-09-02 07:21:00,mo26,dairy,dairy,dairy
6,2019-09-02 07:22:00,mo26,dairy,dairy,dairy
7,2019-09-02 07:23:00,mo26,dairy,dairy,dairy
8,2019-09-02 07:24:00,mo26,checkout,dairy,checkout
0,2019-09-02 07:16:00,mo27,spices,entrance,spices
1,2019-09-02 07:17:00,mo27,spices,spices,spices
2,2019-09-02 07:18:00,mo27,spices,spices,spices
3,2019-09-02 07:19:00,mo27,dairy,spices,dairy
4,2019-09-02 07:20:00,mo27,dairy,dairy,dairy
5,2019-09-02 07:21:00,mo27,dairy,dairy,dairy
6,2019-09-02 07:22:00,mo27,dairy,dairy,dairy
7,2019-09-02 07:23:00,mo27,dairy,dairy,dairy
8,2019-09-02 07:24:00,mo27,dairy,dairy,dairy
9,2019-09-02 07:25:00,mo27,dairy,dairy,dairy
10,2019-09-02 07:26:00,mo27,dairy,dairy,dairy
11,2019-09-02 07:27:00,mo27,dairy,dairy,dairy
12,2019-09-02 07:28:00,mo27,dairy,dairy,dairy
13,2019-09-02 07:29:00,mo27,dairy,dairy,dairy
14,2019-09-02 07:30:00,mo27,dairy,dairy,dairy
15,2019-09-02 07:31:00,mo27,dairy,dairy,dairy
16,2019-09-02 07:32:00,mo27,dairy,dairy,dairy
17,2019-09-02 07:33:00,mo27,checkout,dairy,checkout
0,2019-09-02 07:16:00,mo28,drinks,entrance,drinks
1,2019-09-02 07:17:00,mo28,drinks,drinks,drinks
2,2019-09-02 07:18:00,mo28,drinks,drinks,drinks
3,2019-09-02 07:19:00,mo28,checkout,drinks,checkout
0,2019-09-02 07:16:00,mo29,drinks,entrance,drinks
1,2019-09-02 07:17:00,mo29,drinks,drinks,drinks
2,2019-09-02 07:18:00,mo29,checkout,drinks,checkout
0,2019-09-02 07:17:00,mo30,spices,entrance,spices
1,2019-09-02 07:18:00,mo30,drinks,spices,drinks
2,2019-09-02 07:19:00,mo30,fruit,drinks,fruit
3,2019-09-02 07:20:00,mo30,dairy,fruit,dairy
4,2019-09-02 07:21:00,mo30,fruit,dairy,fruit
5,2019-09-02 07:22:00,mo30,fruit,fruit,fruit
6,2019-09-02 07:23:00,mo30,checkout,fruit,checkout
0,2019-09-02 07:17:00,mo31,spices,entrance,spices
1,2019-09-02 07:18:00,mo31,checkout,spices,checkout
0,2019-09-02 07:17:00,mo32,drinks,entrance,drinks
1,2019-09-02 07:18:00,mo32,drinks,drinks,drinks
2,2019-09-02 07:19:00,mo32,drinks,drinks,drinks
3,2019-09-02 07:20:00,mo32,checkout,drinks,checkout
0,2019-09-02 07:17:00,mo33,fruit,entrance,fruit
1,2019-09-02 07:18:00,mo33,fruit,fruit,fruit
2,2019-09-02 07:19:00,mo33,fruit,fruit,fruit
3,2019-09-02 07:20:00,mo33,dairy,fruit,dairy
4,2019-09-02 07:21:00,mo33,dairy,dairy,dairy
5,2019-09-02 07:22:00,mo33,spices,dairy,spices
6,2019-09-02 07:23:00,mo33,dairy,spices,dairy
7,2019-09-02 07:24:00,mo33,drinks,dairy,drinks
8,2019-09-02 07:25:00,mo33,drinks,drinks,drinks
9,2019-09-02 07:26:00,mo33,spices,drinks,spices
10,2019-09-02 07:27:00,mo33,drinks,spices,drinks
11,2019-09-02 07:28:00,mo33,drinks,drinks,drinks
12,2019-09-02 07:29:00,mo33,drinks,drinks,drinks
13,2019-09-02 07:30:00,mo33,drinks,drinks,drinks
14,2019-09-02 07:31:00,mo33,drinks,drinks,drinks
15,2019-09-02 07:32:00,mo33,drinks,drinks,drinks
16,2019-09-02 07:33:00,mo33,checkout,drinks,checkout
0,2019-09-02 07:17:00,mo34,spices,entrance,spices
1,2019-09-02 07:18:00,mo34,drinks,spices,drinks
2,2019-09-02 07:19:00,mo34,drinks,drinks,drinks
3,2019-09-02 07:20:00,mo34,drinks,drinks,drinks
4,2019-09-02 07:21:00,mo34,drinks,drinks,drinks
5,2019-09-02 07:22:00,mo34,drinks,drinks,drinks
6,2019-09-02 07:23:00,mo34,drinks,drinks,drinks
7,2019-09-02 07:24:00,mo34,drinks,drinks,drinks
8,2019-09-02 07:25:00,mo34,spices,drinks,spices
9,2019-09-02 07:26:00,mo34,fruit,spices,fruit
10,2019-09-02 07:27:00,mo34,checkout,fruit,checkout
0,2019-09-02 07:18:00,mo35,dairy,entrance,dairy
1,2019-09-02 07:19:00,mo35,drinks,dairy,drinks
2,2019-09-02 07:20:00,mo35,drinks,drinks,drinks
3,2019-09-02 07:21:00,mo35,drinks,drinks,drinks
4,2019-09-02 07:22:00,mo35,checkout,drinks,checkout
0,2019-09-02 07:20:00,mo36,dairy,entrance,dairy
1,2019-09-02 07:21:00,mo36,checkout,dairy,checkout
0,2019-09-02 07:22:00,mo37,fruit,entrance,fruit
1,2019-09-02 07:23:00,mo37,fruit,fruit,fruit
2,2019-09-02 07:24:00,mo37,fruit,fruit,fruit
3,2019-09-02 07:25:00,mo37,fruit,fruit,fruit
4,2019-09-02 07:26:00,mo37,checkout,fruit,checkout
0,2019-09-02 07:22:00,mo38,fruit,entrance,fruit
1,2019-09-02 07:23:00,mo38,fruit,fruit,fruit
2,2019-09-02 07:24:00,mo38,fruit,fruit,fruit
3,2019-09-02 07:25:00,mo38,fruit,fruit,fruit
4,2019-09-02 07:26:00,mo38,dairy,fruit,dairy
5,2019-09-02 07:27:00,mo38,dairy,dairy,dairy
6,2019-09-02 07:28:00,mo38,dairy,dairy,dairy
7,2019-09-02 07:29:00,mo38,checkout,dairy,checkout
0,2019-09-02 07:26:00,mo39,dairy,entrance,dairy
1,2019-09-02 07:27:00,mo39,checkout,dairy,checkout
0,2019-09-02 07:26:00,mo40,dairy,entrance,dairy
1,2019-09-02 07:27:00,mo40,dairy,dairy,dairy
2,2019-09-02 07:28:00,mo40,dairy,dairy,dairy
3,2019-09-02 07:29:00,mo40,spices,dairy,spices
4,2019-09-02 07:30:00,mo40,checkout,spices,checkout
0,2019-09-02 07:26:00,mo41,drinks,entrance,drinks
1,2019-09-02 07:27:00,mo41,dairy,drinks,dairy
2,2019-09-02 07:28:00,mo41,spices,dairy,spices
3,2019-09-02 07:29:00,mo41,spices,spices,spices
4,2019-09-02 07:30:00,mo41,drinks,spices,drinks
5,2019-09-02 07:31:00,mo41,drinks,drinks,drinks
6,2019-09-02 07:32:00,mo41,drinks,drinks,drinks
7,2019-09-02 07:33:00,mo41,checkout,drinks,checkout
0,2019-09-02 07:26:00,mo42,dairy,entrance,dairy
1,2019-09-02 07:27:00,mo42,dairy,dairy,dairy
2,2019-09-02 07:28:00,mo42,dairy,dairy,dairy
3,2019-09-02 07:29:00,mo42,dairy,dairy,dairy
4,2019-09-02 07:30:00,mo42,spices,dairy,spices
5,2019-09-02 07:31:00,mo42,spices,spices,spices
6,2019-09-02 07:32:00,mo42,fruit,spices,fruit
7,2019-09-02 07:33:00,mo42,dairy,fruit,dairy
8,2019-09-02 07:34:00,mo42,dairy,dairy,dairy
9,2019-09-02 07:35:00,mo42,dairy,dairy,dairy
10,2019-09-02 07:36:00,mo42,dairy,dairy,dairy
11,2019-09-02 07:37:00,mo42,dairy,dairy,dairy
12,2019-09-02 07:38:00,mo42,dairy,dairy,dairy
13,2019-09-02 07:39:00,mo42,dairy,dairy,dairy
14,2019-09-02 07:40:00,mo42,dairy,dairy,dairy
15,2019-09-02 07:41:00,mo42,dairy,dairy,dairy
16,2019-09-02 07:42:00,mo42,dairy,dairy,dairy
17,2019-09-02 07:43:00,mo42,dairy,dairy,dairy
18,2019-09-02 07:44:00,mo42,checkout,dairy,checkout
0,2019-09-02 07:26:00,mo43,fruit,entrance,fruit
1,2019-09-02 07:27:00,mo43,fruit,fruit,fruit
2,2019-09-02 07:28:00,mo43,dairy,fruit,dairy
3,2019-09-02 07:29:00,mo43,dairy,dairy,dairy
4,2019-09-02 07:30:00,mo43,dairy,dairy,dairy
5,2019-09-02 07:31:00,mo43,dairy,dairy,dairy
6,2019-09-02 07:32:00,mo43,dairy,dairy,dairy
7,2019-09-02 07:33:00,mo43,dairy,dairy,dairy
8,2019-09-02 07:34:00,mo43,dairy,dairy,dairy
9,2019-09-02 07:35:00,mo43,dairy,dairy,dairy
10,2019-09-02 07:36:00,mo43,dairy,dairy,dairy
11,2019-09-02 07:37:00,mo43,dairy,dairy,dairy
12,2019-09-02 07:38:00,mo43,dairy,dairy,dairy
13,2019-09-02 07:39:00,mo43,fruit,dairy,fruit
14,2019-09-02 07:40:00,mo43,fruit,fruit,fruit
15,2019-09-02 07:41:00,mo43,dairy,fruit,dairy
16,2019-09-02 07:42:00,mo43,dairy,dairy,dairy
17,2019-09-02 07:43:00,mo43,checkout,dairy,checkout
0,2019-09-02 07:26:00,mo44,fruit,entrance,fruit
1,2019-09-02 07:27:00,mo44,checkout,fruit,checkout
0,2019-09-02 07:26:00,mo45,spices,entrance,spices
1,2019-09-02 07:27:00,mo45,dairy,spices,dairy
2,2019-09-02 07:28:00,mo45,dairy,dairy,dairy
3,2019-09-02 07:29:00,mo45,dairy,dairy,dairy
4,2019-09-02 07:30:00,mo45,fruit,dairy,fruit
5,2019-09-02 07:31:00,mo45,drinks,fruit,drinks
6,2019-09-02 07:32:00,mo45,drinks,drinks,drinks
7,2019-09-02 07:33:00,mo45,drinks,drinks,drinks
8,2019-09-02 07:34:00,mo45,fruit,drinks,fruit
9,2019-09-02 07:35:00,mo45,fruit,fruit,fruit
10,2019-09-02 07:36:00,mo45,dairy,fruit,dairy
11,2019-09-02 07:37:00,mo45,dairy,dairy,dairy
12,2019-09-02 07:38:00,mo45,dairy,dairy,dairy
13,2019-09-02 07:39:00,mo45,dairy,dairy,dairy
14,2019-09-02 07:40:00,mo45,dairy,dairy,dairy
15,2019-09-02 07:41:00,mo45,dairy,dairy,dairy
16,2019-09-02 07:42:00,mo45,dairy,dairy,dairy
17,2019-09-02 07:43:00,mo45,dairy,dairy,dairy
18,2019-09-02 07:44:00,mo45,dairy,dairy,dairy
19,2019-09-02 07:45:00,mo45,dairy,dairy,dairy
20,2019-09-02 07:46:00,mo45,dairy,dairy,dairy
21,2019-09-02 07:47:00,mo45,dairy,dairy,dairy
22,2019-09-02 07:48:00,mo45,dairy,dairy,dairy
23,2019-09-02 07:49:00,mo45,dairy,dairy,dairy
24,2019-09-02 07:50:00,mo45,dairy,dairy,dairy
25,2019-09-02 07:51:00,mo45,dairy,dairy,dairy
26,2019-09-02 07:52:00,mo45,dairy,dairy,dairy
27,2019-09-02 07:53:00,mo45,dairy,dairy,dairy
28,2019-09-02 07:54:00,mo45,dairy,dairy,dairy
29,2019-09-02 07:55:00,mo45,checkout,dairy,checkout
0,2019-09-02 07:26:00,mo46,fruit,entrance,fruit
1,2019-09-02 07:27:00,mo46,checkout,fruit,checkout
0,2019-09-02 07:27:00,mo47,drinks,entrance,drinks
1,2019-09-02 07:28:00,mo47,fruit,drinks,fruit
2,2019-09-02 07:29:00,mo47,fruit,fruit,fruit
3,2019-09-02 07:30:00,mo47,fruit,fruit,fruit
4,2019-09-02 07:31:00,mo47,fruit,fruit,fruit
5,2019-09-02 07:32:00,mo47,dairy,fruit,dairy
6,2019-09-02 07:33:00,mo47,dairy,dairy,dairy
7,2019-09-02 07:34:00,mo47,dairy,dairy,dairy
8,2019-09-02 07:35:00,mo47,dairy,dairy,dairy
9,2019-09-02 07:36:00,mo47,checkout,dairy,checkout
0,2019-09-02 07:27:00,mo48,drinks,entrance,drinks
1,2019-09-02 07:28:00,mo48,checkout,drinks,checkout
0,2019-09-02 07:27:00,mo49,spices,entrance,spices
1,2019-09-02 07:28:00,mo49,checkout,spices,checkout
0,2019-09-02 07:28:00,mo50,fruit,entrance,fruit
1,2019-09-02 07:29:00,mo50,drinks,fruit,drinks
2,2019-09-02 07:30:00,mo50,drinks,drinks,drinks
3,2019-09-02 07:31:00,mo50,spices,drinks,spices
4,2019-09-02 07:32:00,mo50,checkout,spices,checkout
0,2019-09-02 07:28:00,mo51,fruit,entrance,fruit
1,2019-09-02 07:29:00,mo51,fruit,fruit,fruit
2,2019-09-02 07:30:00,mo51,fruit,fruit,fruit
3,2019-09-02 07:31:00,mo51,dairy,fruit,dairy
4,2019-09-02 07:32:00,mo51,dairy,dairy,dairy
5,2019-09-02 07:33:00,mo51,checkout,dairy,checkout
0,2019-09-02 07:29:00,mo52,drinks,entrance,drinks
1,2019-09-02 07:30:00,mo52,drinks,drinks,drinks
2,2019-09-02 07:31:00,mo52,spices,drinks,spices
3,2019-09-02 07:32:00,mo52,spices,spices,spices
4,2019-09-02 07:33:00,mo52,fruit,spices,fruit
5,2019-09-02 07:34:00,mo52,fruit,fruit,fruit
6,2019-09-02 07:35:00,mo52,fruit,fruit,fruit
7,2019-09-02 07:36:00,mo52,drinks,fruit,drinks
8,2019-09-02 07:37:00,mo52,fruit,drinks,fruit
9,2019-09-02 07:38:00,mo52,fruit,fruit,fruit
10,2019-09-02 07:39:00,mo52,checkout,fruit,checkout
0,2019-09-02 07:29:00,mo53,fruit,entrance,fruit
1,2019-09-02 07:30:00,mo53,fruit,fruit,fruit
2,2019-09-02 07:31:00,mo53,fruit,fruit,fruit
3,2019-09-02 07:32:00,mo53,checkout,fruit,checkout
0,2019-09-02 07:30:00,mo54,spices,entrance,spices
1,2019-09-02 07:31:00,mo54,dairy,spices,dairy
2,2019-09-02 07:32:00,mo54,dairy,dairy,dairy
3,2019-09-02 07:33:00,mo54,dairy,dairy,dairy
4,2019-09-02 07:34:00,mo54,dairy,dairy,dairy
5,2019-09-02 07:35:00,mo54,dairy,dairy,dairy
6,2019-09-02 07:36:00,mo54,dairy,dairy,dairy
7,2019-09-02 07:37:00,mo54,checkout,dairy,checkout
0,2019-09-02 07:30:00,mo55,spices,entrance,spices
1,2019-09-02 07:31:00,mo55,spices,spices,spices
2,2019-09-02 07:32:00,mo55,dairy,spices,dairy
3,2019-09-02 07:33:00,mo55,dairy,dairy,dairy
4,2019-09-02 07:34:00,mo55,dairy,dairy,dairy
5,2019-09-02 07:35:00,mo55,checkout,dairy,checkout
0,2019-09-02 07:30:00,mo56,fruit,entrance,fruit
1,2019-09-02 07:31:00,mo56,fruit,fruit,fruit
2,2019-09-02 07:32:00,mo56,fruit,fruit,fruit
3,2019-09-02 07:33:00,mo56,dairy,fruit,dairy
4,2019-09-02 07:34:00,mo56,spices,dairy,spices
5,2019-09-02 07:35:00,mo56,drinks,spices,drinks
6,2019-09-02 07:36:00,mo56,drinks,drinks,drinks
7,2019-09-02 07:37:00,mo56,drinks,drinks,drinks
8,2019-09-02 07:38:00,mo56,drinks,drinks,drinks
9,2019-09-02 07:39:00,mo56,drinks,drinks,drinks
10,2019-09-02 07:40:00,mo56,checkout,drinks,checkout
0,2019-09-02 07:30:00,mo57,fruit,entrance,fruit
1,2019-09-02 07:31:00,mo57,checkout,fruit,checkout
0,2019-09-02 07:30:00,mo58,drinks,entrance,drinks
1,2019-09-02 07:31:00,mo58,drinks,drinks,drinks
2,2019-09-02 07:32:00,mo58,checkout,drinks,checkout
0,2019-09-02 07:30:00,mo59,dairy,entrance,dairy
1,2019-09-02 07:31:00,mo59,dairy,dairy,dairy
2,2019-09-02 07:32:00,mo59,dairy,dairy,dairy
3,2019-09-02 07:33:00,mo59,dairy,dairy,dairy
4,2019-09-02 07:34:00,mo59,dairy,dairy,dairy
5,2019-09-02 07:35:00,mo59,drinks,dairy,drinks
6,2019-09-02 07:36:00,mo59,drinks,drinks,drinks
7,2019-09-02 07:37:00,mo59,drinks,drinks,drinks
8,2019-09-02 07:38:00,mo59,fruit,drinks,fruit
9,2019-09-02 07:39:00,mo59,checkout,fruit,checkout
0,2019-09-02 07:33:00,mo60,fruit,entrance,fruit
1,2019-09-02 07:34:00,mo60,fruit,fruit,fruit
2,2019-09-02 07:35:00,mo60,drinks,fruit,drinks
3,2019-09-02 07:36:00,mo60,checkout,drinks,checkout
0,2019-09-02 07:33:00,mo61,spices,entrance,spices
1,2019-09-02 07:34:00,mo61,drinks,spices,drinks
2,2019-09-02 07:35:00,mo61,drinks,drinks,drinks
3,2019-09-02 07:36:00,mo61,drinks,drinks,drinks
4,2019-09-02 07:37:00,mo61,drinks,drinks,drinks
5,2019-09-02 07:38:00,mo61,drinks,drinks,drinks
6,2019-09-02 07:39:00,mo61,drinks,drinks,drinks
7,2019-09-02 07:40:00,mo61,drinks,drinks,drinks
8,2019-09-02 07:41:00,mo61,checkout,drinks,checkout
0,2019-09-02 07:33:00,mo62,spices,entrance,spices
1,2019-09-02 07:34:00,mo62,spices,spices,spices
2,2019-09-02 07:35:00,mo62,drinks,spices,drinks
3,2019-09-02 07:36:00,mo62,drinks,drinks,drinks
4,2019-09-02 07:37:00,mo62,drinks,drinks,drinks
5,2019-09-02 07:38:00,mo62,checkout,drinks,checkout
0,2019-09-02 07:39:00,mo63,spices,entrance,spices
1,2019-09-02 07:40:00,mo63,drinks,spices,drinks
2,2019-09-02 07:41:00,mo63,fruit,drinks,fruit
3,2019-09-02 07:42:00,mo63,fruit,fruit,fruit
4,2019-09-02 07:43:00,mo63,dairy,fruit,dairy
5,2019-09-02 07:44:00,mo63,fruit,dairy,fruit
6,2019-09-02 07:45:00,mo63,fruit,fruit,fruit
7,2019-09-02 07:46:00,mo63,drinks,fruit,drinks
8,2019-09-02 07:47:00,mo63,drinks,drinks,drinks
9,2019-09-02 07:48:00,mo63,checkout,drinks,checkout
0,2019-09-02 07:40:00,mo64,drinks,entrance,drinks
1,2019-09-02 07:41:00,mo64,drinks,drinks,drinks
2,2019-09-02 07:42:00,mo64,fruit,drinks,fruit
3,2019-09-02 07:43:00,mo64,drinks,fruit,drinks
4,2019-09-02 07:44:00,mo64,drinks,drinks,drinks
5,2019-09-02 07:45:00,mo64,checkout,drinks,checkout
0,2019-09-02 07:40:00,mo65,drinks,entrance,drinks
